Index;Route_Instance;Supernet;Subnet;ASN;Destination_Interface;Router
133;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.28/31;;Adjacent Router;No;cr1.mgmt.vncv1
134;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.29/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
135;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.32/31;271;et-5/0/2.910;No;cr1.mgmt.vncv1
136;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.33/32;271;et-5/0/2.910;Yes;cr1.mgmt.vncv1
137;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.34/31;271;et-5/0/2.167;No;cr1.mgmt.vncv1
138;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.35/32;271;et-5/0/2.167;Yes;cr1.mgmt.vncv1
139;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.38/31;;Adjacent Router;No;cr1.mgmt.vncv1
140;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.38/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
141;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.48/31;;Adjacent Router;No;cr1.mgmt.vncv1
142;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.48/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
143;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.50/31;;Adjacent Router;No;cr1.mgmt.vncv1
144;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.50/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
145;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.56/30;;Adjacent Router;No;cr1.mgmt.vncv1
146;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.58/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
147;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.64/30;;Adjacent Router;No;cr1.mgmt.vncv1
148;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.66/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
149;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.76/30;;Adjacent Router;No;cr1.mgmt.vncv1
150;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.78/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
151;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.98/31;;Adjacent Router;No;cr1.mgmt.vncv1
